id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
862005505367567438,Pet-friendly Stay with Jacuzzi & Outdoor Pool!,501999514,RoomPicks,,Milpitas,37.42187,-121.91831,Hotel room,163,1,0,,,84,364,0,
862272834171485651,Modern Home Near Silicon Valley,508446735,Stephen,,Sunnyvale,37.34207,-122.01035,Entire home/apt,,30,1,2023-10-09,0.11,1,0,1,
862418120682186598,Pet-Friendly Inn! Not Far From the Levi's Stadium,468914943,RoomPicks,,San Jose,37.360677392667476,-121.90764612131376,Entire home/apt,153,1,0,,,15,187,0,
862418251184431668,Stylish Lodge! Minutes’ Walk From Cannery Park,468914943,RoomPicks,,San Jose,37.36225,-121.90962,Entire home/apt,153,1,1,2023-10-09,0.11,15,187,1,
862425974545168222,Brand New ensuite in Mountain View,99401361,Lisa,,Mountain View,37.4062174,-122.093063,Private room,129,1,3,2024-05-31,0.30,5,134,3,
862430139519399239,Fun Family Outing! Near Happy Hollow Park and Zoo!,468914943,RoomPicks,,San Jose,37.362769697860614,-121.90813444554593,Entire home/apt,153,1,2,2024-06-17,1.54,15,187,2,
862431461553769897,Comfort and Convenience! Outdoor Pool,468914943,RoomPicks,,San Jose,37.360804854073,-121.90819146947072,Entire home/apt,153,1,1,2023-06-07,0.08,15,187,0,
862476106649086365,JANE'S HOME (DO) | 3B2B House + AC + Free Parking,250217039,Emily,,San Jose,37.271291895004794,-121.91030678820285,Entire home/apt,346,2,19,2024-06-06,1.27,80,334,16,
862556531160934965,A private room fully renovated,222306949,Mehdi,,San Jose,37.28028922342935,-121.91131287663308,Private room,,2,1,2023-04-16,0.07,1,0,0,
863099476110445313,Modern spacious 1 BR in SJ DTWN,36137469,Tony,,San Jose,37.354066384994994,-121.88381844552379,Entire home/apt,,2,1,2023-05-05,0.07,13,0,0,
863132231487032921,"Sagacity S9 | Full-featured, Peaceful, Efficiency",474861965,Echo,,San Jose,37.30786637857331,-122.02502766075729,Private room,43,2,11,2024-04-30,1.03,32,120,11,
863355865967864190,近苹果总部/带私人卫浴/免费停车/吃住行均便利/可独立出入的Studio,444409598,Dingwen,,San Jose,37.3054723,-122.0163313,Private room,65,1,49,2024-06-14,3.39,11,298,40,
863778291530766115,Farm Retreat Casita,401214040,Maria  Camila,,Unincorporated Areas,37.15189112829719,-121.74809088648287,Entire home/apt,162,2,53,2024-06-22,3.83,2,167,45,
864078523241487679,Tech House 4.0,423470925,Boyd,,Palo Alto,37.4473545,-122.1665842,Shared room,34,31,0,,,4,297,0,
865085719426596851,San Jose Lovely House Room # A master suite,280071305,Peter,,San Jose,37.338900126325086,-121.91115060395178,Private room,95,4,3,2023-09-11,0.25,11,299,3,
865112175017084006,San Jose Lovely House Room # C,280071305,Peter,,San Jose,37.3380493094625,-121.91299734448383,Private room,65,4,4,2023-08-18,0.33,11,313,4,
865133803981682786,San Jose Lovely House Room # B,280071305,Peter,,San Jose,37.339999430020875,-121.91170235351674,Private room,64,4,5,2024-05-02,0.42,11,306,5,
865146441929619461,San Jose Lovely House Room # 1 master suite,280071305,Peter,,San Jose,37.33993553303,-121.9129617241474,Private room,,2,0,,,11,0,0,
865158504772675170,San Jose Lovely House Room # 2,280071305,Peter,,San Jose,37.33994440665892,-121.91142173666462,Private room,66,4,5,2024-02-24,0.45,11,214,5,
865165785437595509,San Jose Lovely House Room # 3,280071305,Peter,,San Jose,37.34035,-121.91294,Private room,67,4,4,2023-12-17,0.33,11,201,4,
865297028997916676,Eichler house for family !,1728477,Gaële,,Sunnyvale,37.3538581,-122.0491638,Entire home/apt,352,31,0,,,1,362,0,
865911222387358287,Brand new guesthouse in a garden,6530114,Anna,,San Jose,37.344845651491205,-121.85375559637738,Entire home/apt,102,2,26,2024-06-04,1.78,2,279,23,
866014583362707918,Cozy & Charming Space,509294952,Celina,,San Jose,37.2951839928255,-121.90656120309943,Entire home/apt,189,30,0,,,1,365,0,
866505665604498467,"Blueground | Sunnyvale, gym, pool, nr highways",107434423,Blueground,,Sunnyvale,37.38805809999999,-121.9942737,Entire home/apt,173,31,0,,,385,319,0,
866539949320233378,Brand new room with private bath in Mountain View,99401361,Lisa,,Mountain View,37.4062174,-122.093063,Private room,147,1,6,2024-03-23,0.62,5,171,6,
866838505951181664,Private RM 1 w/BR E San Jose,159489009,Eddie,,Unincorporated Areas,37.3649522,-121.8235439,Private room,69,1,1,2023-08-05,0.09,14,316,1,
867408008874562255,Moonlight room private queen bed/bath,26185340,Nikhil,,Morgan Hill,37.10648,-121.63942,Private room,99,5,16,2024-06-09,1.26,3,179,13,
867453023591010582,Sunrise room private master king bed/ bath,26185340,Nikhil,,Morgan Hill,37.1084,-121.63917,Private room,109,30,8,2024-06-17,0.60,3,113,6,
867528678648830456,Cozy Room w/ Private Bathroom near SJC Airport #2,441983724,Christine,,San Jose,37.35978,-121.90783,Private room,89,5,2,2024-05-09,0.15,5,315,1,
867540507894471022,Frenchy 2B2B home in DT San Jose,2270318,Jen,,San Jose,37.34945195244176,-121.86864177022998,Entire home/apt,200,3,0,,,2,364,0,
867760729203150598,San Jose Cozy Master Bedroom/Private Bath,473229989,Linda,,San Jose,37.3778458922468,-121.84290052505652,Private room,66,3,8,2024-05-02,0.58,5,224,6,
867959179065779292,San Jose Tour! Pets Allowed! Outdoor Pool,501999514,RoomPicks,,San Jose,37.365883400121746,-121.91964883799861,Hotel room,114,1,17,2024-06-22,1.44,84,362,17,
868060878509874264,Urban Haven | Private room heart of Silicon Valley,14175116,Laura,,San Jose,37.34291,-121.92594,Private room,94,7,1,2023-06-10,0.08,16,188,0,
868370467534691785,The Jewel on Wood Duck Ave G#41420,504252105,Guesty,,Santa Clara,37.34715610344706,-121.99868017002217,Entire home/apt,500,29,0,,,10,365,0,
868395921259626591,Hostel Silicon Valley A2,509818582,Pete,,Sunnyvale,37.38710542700549,-122.01378633378141,Shared room,49,1,8,2024-05-31,0.76,7,291,8,2016-7681
868456817271697670,Hostel Silicon Valley B1,509818582,Pete,,Sunnyvale,37.3881019,-122.0129913,Shared room,49,1,5,2024-06-13,0.38,7,298,3,2016-7681
868475186766459978,Hostel Silicon Valley D1,509818582,Pete,,Sunnyvale,37.38917249466098,-122.01354981450876,Shared room,39,1,10,2024-04-20,0.71,7,324,8,2016-7681
868652962388599206,Private Room/Bath in Great Home,435408434,Anna,,San Jose,37.2311744,-121.7676512,Private room,,1,0,,,1,0,0,
868713211493282123,"Blueground | Palo Alto, garden & w/d, nr shops",107434423,Blueground,,Palo Alto,37.4457888,-122.154514,Entire home/apt,213,31,0,,,385,128,0,
869162105306778663,Private 2B1B Home in  San Jose,391701095,Alpha,,Unincorporated Areas,37.321140219457185,-121.92548026584947,Entire home/apt,,2,5,2024-02-22,0.48,5,0,5,
869199447442483065,Lovely and Cozy 1B1B  House,391701095,Alpha,,Unincorporated Areas,37.32138,-121.92543,Entire home/apt,130,2,1,2023-05-29,0.08,5,62,0,
869869448499088111,Near Apple beautiful home,221583383,Jiuling,,Cupertino,37.311743925948186,-122.0161597430706,Entire home/apt,233,1,18,2024-06-17,1.31,5,212,17,2023-0032
870374102168521781,"Master bedroom in Campbell, CA",1155421,Elle,,Campbell,37.29248,-121.92963,Private room,55,7,2,2024-06-01,0.67,5,111,2,
870376559744806998,"Cozy room w/ shared bath-Almaden, San Jose, CA",1155421,Elle,,San Jose,37.20048568764155,-121.82761577420919,Private room,45,3,7,2024-05-17,0.48,5,192,5,
870486390548233800,Remodel Downstair Bedroom #4,503322264,Huy,,San Jose,37.34768,-121.83771,Private room,47,2,6,2024-05-07,0.43,4,311,2,
870560754870693020,Palo Alto Apt-15 mins to Stanford (1087-107-1),373166289,Serena,,Palo Alto,37.443844974151226,-122.12093676488628,Entire home/apt,129,3,2,2023-06-15,0.15,142,333,0,
870563661058232940,Palo Alto Apt-15 mins to Stanford (1089-109-1),373166289,Serena,,Palo Alto,37.444762,-122.121331,Entire home/apt,135,3,5,2024-03-08,0.40,142,0,4,
870627903867678203,Cozy  1B1b King bed Apt in downtown Palo Alto,44227220,Lili,,Palo Alto,37.417299223426014,-122.13116589091396,Entire home/apt,186,2,18,2024-05-09,1.33,8,96,14,
870654349986869769,Central Cozy  1B1b King bed Apt Palo Alto,44227220,Lili,,Palo Alto,37.41780763964307,-122.13122428740195,Entire home/apt,189,2,24,2024-05-07,1.76,8,65,22,
870956206950237241,Hostel Silicon Valley C3,509818582,Pete,,Sunnyvale,37.38732403625015,-122.0135886013048,Shared room,49,1,8,2024-02-03,0.60,7,305,6,2016-7681
871169654591485636,Private room near Mountain View downtown,38150298,Thao,,Mountain View,37.405278630815815,-122.06486112580596,Private room,,1,76,2024-06-20,5.31,1,0,66,
871558508079332664,Luxury PRADO Apt Private Room Private Bath,58593318,April,,Santa Clara,37.375571219850094,-121.99386941799905,Private room,184,1,15,2024-06-14,1.06,2,364,10,
871578075201412803,Luxury PRADO Apartment Private Bedroom and Bath,58593318,April,,Santa Clara,37.37446,-121.99394,Private room,199,1,3,2024-06-07,0.24,2,362,2,
871673689723182067,Pet-Friendly Inn! Not Far From the Levi's Stadium,468914943,RoomPicks,,San Jose,37.36051145928004,-121.90811879635156,Entire home/apt,153,1,0,,,15,187,0,
871686567239523296,4 Simple Units! Enjoy Picnic Area and Pets!,468914943,RoomPicks,,San Jose,37.36266966100199,-121.90816751379262,Entire home/apt,610,1,0,,,15,186,0,
871686818016194096,4 Homely Units! Pet Friendly Near Levi's Stadium,468914943,RoomPicks,,San Jose,37.361957579838,-121.90946015357252,Entire home/apt,610,1,0,,,15,186,0,
871687100579064238,"4 Relaxing Units, Minutes to Rosemary Gardens Park",468914943,RoomPicks,,San Jose,37.362747208206706,-121.90888704101135,Entire home/apt,610,1,1,2023-12-26,0.16,15,186,1,
871687286917283191,"3 Great Units, Outdoor Pool, Near SAP Center",468914943,RoomPicks,,San Jose,37.36247522033205,-121.90817269559831,Entire home/apt,459,1,1,2023-07-23,0.09,15,186,1,
871687422431090267,Explore Winchester Mystery House! 3 Classy Units,468914943,RoomPicks,,San Jose,37.36044147702094,-121.90766275254448,Entire home/apt,459,1,1,2024-03-10,0.28,15,186,1,
871688291003463120,"3 Modern Units, with Picnic Area and Swimming Pool",468914943,RoomPicks,,San Jose,37.360782106077195,-121.90773019981572,Entire home/apt,459,1,0,,,15,186,0,
871690827931884148,Explore Winchester Mystery House! 2 Classy Units,468914943,RoomPicks,,San Jose,37.36093851379768,-121.90748229319591,Entire home/apt,306,1,2,2023-12-30,0.27,15,186,2,
871690867645876011,Well-Furnished Guest Rooms! Pets Allowed!,468914943,RoomPicks,,San Jose,37.36071986387657,-121.9091048490136,Entire home/apt,153,1,0,,,15,186,0,
871691033013962636,"Look No More! 2 Pet-Friendly Units, Outdoor Pool",468914943,RoomPicks,,San Jose,37.36051255494194,-121.90924722209031,Entire home/apt,306,1,0,,,15,186,0,
871795726786986142,Spacious 5B2B for Multi-Family and Friends Reunion,496120133,Ethan,,San Jose,37.407210783539206,-121.86178716925357,Entire home/apt,297,1,26,2023-12-31,1.89,1,317,24,
871893668800746984,Rose Garden area private room!  Spring Special!,428424540,Marko,,San Jose,37.33483298799164,-121.93034169938332,Private room,82,1,21,2024-05-28,1.59,1,351,20,
872159684995504876,"Kid-Friendly Hotel! 2 Convenient Units, Pool!",468914943,RoomPicks,,San Jose,37.36255,-121.90879,Entire home/apt,306,1,0,,,15,186,0,
872261386854062219,229 dwntwn large 1bdrm/1bth AC,9473789,Kathy,,Palo Alto,37.4473977,-122.1651956,Entire home/apt,189,4,11,2024-06-08,0.88,40,291,10,
872365702551044553,一张靠墙的Twin Size 床位在客厅（E）,444409598,Dingwen,,San Jose,37.3054723,-122.0163313,Shared room,32,1,40,2024-06-19,2.82,11,348,32,
872690496492672406,The Chalk - San Pedro Square w/ Fast Wi-Fi & Pool,496563092,Live In Luxury,,San Jose,37.33533808832877,-121.89434242849018,Entire home/apt,185,31,3,2024-04-06,0.27,2,305,3,
872727109687555171,4b Fantasy near Stanford&Airports G#41100,504252105,Guesty,,Palo Alto,37.44969121614114,-122.12924339439874,Entire home/apt,520,29,1,2023-07-12,0.09,10,312,1,
872768841698102434,Perfect Silicon Valley Location,1106744,Al-Husein,,Cupertino,37.31457951876107,-122.07644285873718,Entire home/apt,531,30,0,,,1,236,0,
873112682372935615,Private room in Santa Clara #3,54084351,Vilayvann,,Santa Clara,37.39165,-121.95668,Private room,89,1,4,2024-04-01,0.40,4,91,4,
873184983664121315,#D-Cozy BR w/ 4K TV in Silicon Valley Core Area,22538846,Eve,,Sunnyvale,37.392952574485584,-121.9898289136687,Private room,,2,5,2024-05-11,0.37,24,139,3,2019-7157
873273164602345173,Woof-tastic Retreat,450630629,Edward,,San Jose,37.27139850763746,-121.85993979512847,Entire home/apt,,1,0,,,1,0,0,
873835340185852284,Garden House,33142046,Monique,,Palo Alto,37.4282992,-122.1130784,Entire home/apt,,2,0,,,1,0,0,
874138451560777263,"Los Gatos hills, amazing view",6848225,George,,Unincorporated Areas,37.1526173,-121.9750601,Entire home/apt,149,3,12,2024-06-24,0.86,1,109,8,
874194004427275596,Palo Alto Apt-15 mins to Stanford (1089-107-2),373166289,Serena,,Palo Alto,37.444762,-122.121331,Entire home/apt,,20,0,,,142,0,0,
874280900870348409,Quiet 2B2.5B  home in San Jose,89939957,Cathy,,San Jose,37.2587529263957,-121.8422057912449,Entire home/apt,197,2,13,2023-12-10,0.93,2,315,7,
874325804214793907,一张靠窗的Twin Size床在客厅（G）,444409598,Dingwen,,San Jose,37.306038678617945,-122.01722769479235,Shared room,30,1,31,2024-06-17,2.21,11,347,28,
874719200677345611,"Modern, Renovated 5b/3ba near Apple, Kaiser",510960959,John,,Santa Clara,37.328681147273116,-122.00185026307726,Entire home/apt,450,1,30,2024-06-06,2.16,1,324,24,
875233211600607850,Entire Studio Private Entrance,436186659,Yu Zhen,,San Jose,37.35734887379844,-121.81798750091195,Private room,69,3,6,2024-05-07,0.53,7,124,6,
875569656051319097,位于中间的Twin Size床位在客厅 (F),444409598,Dingwen,,San Jose,37.3054723,-122.0163313,Shared room,30,1,26,2024-06-16,1.83,11,356,23,
875728998386127952,Tranquility Private Suite,118538782,Ching,,Unincorporated Areas,37.15813,-121.60594,Private room,101,1,52,2024-06-15,4.07,1,264,49,
876172706480478971,Stunning Retreat Modern Home,23594406,Vahid,,Los Altos Hills,37.37794369879382,-122.14635294045945,Entire home/apt,2240,1,60,2024-06-23,4.46,2,125,54,
876258298796131611,Upscale Modern House Near Mountain View Downtown,6629753,Shirley,,Mountain View,37.39672,-122.08926,Entire home/apt,305,1,62,2024-06-20,4.41,1,151,53,
876434689911490294,Amazing Views- private oasis,257908057,Christian,,Unincorporated Areas,37.15438,-121.98088,Entire home/apt,110,1,27,2024-06-03,2.01,1,360,21,
876996576811560089,WL private room cozy and comfortable,343376320,Amy And Jack,,Unincorporated Areas,37.31974880949974,-121.93813618748312,Private room,49,1,54,2024-06-11,3.97,25,55,45,
877020190001306753,Private room in Santa Clara #2,54084351,Vilayvann,,Santa Clara,37.391565299962956,-121.9565974123367,Private room,85,1,8,2024-05-18,0.77,4,97,8,
877040490202988303,Newly built stylish guesthouse,429184732,Yao 瑶,,San Jose,37.3047938,-121.9796361,Entire home/apt,160,1,73,2024-06-19,5.23,5,328,68,
877412961193653194,Private room in Santa Clara #5,54084351,Vilayvann,,Santa Clara,37.39062305825293,-121.95860295919283,Private room,90,3,4,2023-10-16,0.31,4,124,3,
877626149469939249,#67-Modern Bedroom w/ workspace/New Furiture,474861965,Echo,,Sunnyvale,37.39027026990481,-121.99451265078204,Private room,51,30,0,,,32,75,0,2023-0088
877635858433193777,Ramona,511155849,ShengChieh,,Sunnyvale,37.3684565,-122.0514998,Entire home/apt,200,30,1,2023-12-17,0.16,1,95,1,
877639307873199506,3 bdrms - Spacious Remodel near Apple Cupertino,472303372,Praachi,,Cupertino,37.3074921,-122.0368869,Private room,315,3,14,2024-05-17,1.24,2,328,14,STR20230038
877687063551932987,Large & cozy house w/ huge yard,511656986,Liwei,,San Jose,37.304936714100606,-121.97652912964432,Entire home/apt,216,3,0,,,1,170,0,
878148740812591234,EO private bedroom two beds queen and twin bed,67044586,Lily Ribert,,San Jose,37.314768519805945,-121.7669791057964,Private room,54,1,23,2024-05-25,1.66,5,70,21,
878405034030382155,Newly renovated designer home,129247891,Tracy,,San Jose,37.277831423200375,-121.93058287705568,Entire home/apt,209,4,5,2024-03-30,0.69,1,283,5,
878421615178871208,Cozy Casita,511936548,Maria,,San Jose,37.341104709597246,-121.8328786142416,Entire home/apt,,2,10,2023-10-29,0.76,1,0,7,
878566124690814353,Perfect Corporate Stay - Near Apple HQ,605498,Erin,,Sunnyvale,37.3402189,-122.033366,Entire home/apt,120,31,1,2023-08-04,0.09,3,313,1,
878575784777810858,Cozy private room in Sunnyvale (Bay Area),62207148,Farhad,,Sunnyvale,37.40242765138091,-122.02132777432143,Private room,,5,3,2024-05-01,0.27,2,3,3,2023-0338
879045626833126739,New Contemporary Studio near downtown San Jose,337780633,Peggy,,San Jose,37.3421054250476,-121.85743209648672,Entire home/apt,85,30,2,2024-05-28,0.58,1,313,2,
879905931775993066,Peaceful 1BD/1BA+private laundry near hospitals,512248257,Kali And Kyle,,San Jose,37.26539447729135,-121.91515506691758,Private room,109,2,3,2024-03-19,0.53,5,171,3,
879917982311819736,Evergreen house,219594744,Andaleeb,,San Jose,37.27821268041292,-121.74675916450904,Entire home/apt,350,2,6,2024-04-08,0.50,2,318,6,
880505710355813781,205*One Person Only* Comfortable Room In The Yard,148286552,Ruihong,,San Jose,37.354927879884684,-121.83617276843101,Private room,,3,10,2024-03-11,0.96,9,0,10,
880720831966174058,Peaceful Mountain View-near Amphitheater (S3-23-1),373166289,Serena,,Mountain View,37.4062393,-122.091756,Entire home/apt,125,2,3,2024-03-23,0.23,142,0,1,
881096067009793465,SuperHost: New Apartment 2Beds Great Location,490971517,Henry,,San Jose,37.2973751829996,-121.9526125428208,Entire home/apt,129,1,3,2023-10-10,0.23,1,183,2,
881145344279518505,Bedroom with Desk  & Monitor,63987616,Akshaya,,San Jose,37.27160845998372,-121.80110658431688,Private room,,28,6,2023-08-09,0.51,3,0,6,
881396608071425821,Peaceful Mountain View-near Amphitheater (S3-24-1),373166289,Serena,,Mountain View,37.40524391985851,-122.09269059108675,Entire home/apt,125,2,17,2024-01-20,1.36,142,334,15,
881501297005340429,Amazing room B in a 2bd1br apt,135944557,Jane,,Mountain View,37.3994636,-122.0896252,Private room,120,31,2,2023-07-01,0.16,6,364,1,
881969716454985262,306-1 Bedroom Dynamic Downtown San Jose,123481831,Ryan,,San Jose,37.334034123751074,-121.89440593419543,Entire home/apt,213,28,2,2024-05-16,0.18,27,167,2,
882024790355037752,Spacious 1 bedroom apt with pool,285673431,Crescent Properties,,Santa Clara,37.34076546619066,-121.95520102727856,Entire home/apt,142,4,5,2024-06-15,0.69,4,319,5,
882045362392480867,Spacious 3 Beds & 2 Baths House@ Roosevelt Park,34965339,Van-Thi,,San Jose,37.34537752488274,-121.87129853005433,Entire home/apt,,60,3,2024-05-30,0.23,27,1,2,
882190321555128821,Palo Alto Apt-15 mins to Stanford (1090-102-2),373166289,Serena,,Palo Alto,37.44467831778442,-122.1217435684789,Entire home/apt,135,20,7,2023-11-21,0.52,142,282,5,
882616058747866388,Cupertino Room A,151295572,Zhe,,Cupertino,37.333065665664016,-122.04552200753527,Private room,45,2,4,2024-05-09,1.97,13,126,4,AA0A2E62868C
882783693360583701,Peaceful Mountain View-near Amphitheater (S3-31-2),373166289,Serena,,Mountain View,37.4062393,-122.091756,Entire home/apt,120,1,4,2024-05-27,0.32,142,326,3,
882815028319430113,Palo Alto Apt-15 mins to Stanford (1171-2-2),373166289,Serena,,Palo Alto,37.4452058,-122.1204218,Entire home/apt,135,28,2,2024-05-01,0.55,142,230,2,
882875833590632157,JANE'S HOME (GA) | Remodeled Private Bedroom - 3,250217039,Emily,,San Jose,37.264576438854284,-121.81509337011691,Private room,93,1,13,2024-05-22,0.95,80,312,11,
882929943086768090,AC｜King RM｜Crib｜Yard｜FastWiFi｜Comfy Bed｜Levi’s,77036629,Lei,,Santa Clara,37.35943610262396,-121.97939158965154,Entire home/apt,384,2,58,2024-05-27,4.74,1,148,57,
882940593446382605,Charming Light-Filled Craftsman,136107238,Chris & Thally,,San Jose,37.34581886073922,-121.89025329622952,Entire home/apt,,7,1,2023-09-10,0.10,1,0,1,
883052074997913111,sunnyvale master bedroom,132838046,Qiaoyan,,Sunnyvale,37.40015662879458,-122.00052224271687,Private room,,30,0,,,2,298,0,
883382319569572504,Downtown Near Convention Center,484059477,Thanh,,San Jose,37.32176,-121.88032,Entire home/apt,200,30,2,2024-05-31,0.19,3,327,2,
883601629762033288,"SJSU, Caltrain, Apple, Silicon Valley, D'town | 2",35600627,Mussa,,San Jose,37.31953745954465,-121.8912370905643,Private room,60,31,3,2024-02-01,0.24,1,143,2,
884091426868784340,*one person only* #8 nice room in yard,136459383,Yoyo,,San Jose,37.381506013425344,-121.8398069839995,Private room,35,3,21,2024-05-27,1.65,7,176,20,
884148005152380001,Sweet furnished 1 single bed private bedroom,117843386,Vic,,Santa Clara,37.357927083164014,-121.95516315711157,Private room,72,1,6,2024-05-23,0.58,2,299,6,
884389298339795370,Guest Unit with Private Kitchenette,43034082,Avedeen,,San Jose,37.2450722046882,-121.81122681362426,Entire home/apt,91,31,1,2023-11-10,0.13,1,36,1,
885562577027930816,5BR Home Modern & Spacious for Business & Family,226555948,Gi'Angelo,,San Jose,37.239410780963006,-121.80832535036133,Entire home/apt,430,2,40,2024-06-20,3.14,1,215,38,
885599228483631427,"31+ days, Desirable MV Loc -Private - Gar, Yd, W/D",505286394,Debbie,,Mountain View,37.385418661288256,-122.07588247954845,Entire home/apt,129,31,3,2024-03-19,0.28,2,183,3,
886288012577586650,Quite getaway in the del Monte,443577795,Jeremiah,,San Jose,37.32136103910934,-121.90607330836545,Private room,154,1,0,,,1,364,0,
886497651783654660,Cal Ave Apartment in Palo Alto nr Stanford,6342146,Joelle,,Palo Alto,37.42271,-122.14101,Entire home/apt,252,30,8,2024-05-31,0.76,2,291,8,
886666515367657116,"Blueground | Palo Alto, garden, nr restaurants",107434423,Blueground,,Palo Alto,37.4457888,-122.154514,Entire home/apt,256,31,0,,,385,240,0,
886772013528705145,Modern 1BR Condo with Sparkling Pool,503341356,Modern California Condos,,Mountain View,37.39103007285626,-122.05269334987872,Entire home/apt,,1,0,,,2,0,0,
886772061316006315,Secluded 2BR Condo with Tranquil Pool,503341356,Modern California Condos,,Mountain View,37.39086714334083,-122.0538070821496,Entire home/apt,,1,2,2023-09-15,0.20,2,0,2,
886982126655868074,Cozy Home in Saratoga,322936732,Bart,,Saratoga,37.291644393612216,-122.04418707546893,Entire home/apt,200,1,16,2024-06-02,1.26,1,109,15,
887293834476922980,15% Off Exquisite 4b Near Stanford E#41091,414420881,Eric,,Palo Alto,37.43625854790534,-122.12378170994907,Entire home/apt,600,29,0,,,9,364,0,
887306072162909743,ENJOY the Convenient 4b near I-101!  E#41100,414420881,Eric,,Palo Alto,37.449430506620594,-122.12987510249204,Entire home/apt,520,29,0,,,9,312,0,
887528244731397497,*Clean private room &FAST WiFi@10 minutes TESLA,220618706,Jorane,,Milpitas,37.4297,-121.88228,Private room,46,31,8,2024-05-15,0.59,10,99,6,
887540359334280303,#旧金山南湾Private Room& FAST WIFI@near Tesla,220618706,Jorane,,Milpitas,37.42952,-121.88266,Private room,49,31,11,2024-05-31,0.88,10,189,9,
887547873217254429,*Cozy Private Room @10 minutesTESLA,220618706,Jorane,,Milpitas,37.42964,-121.88323,Private room,43,31,10,2024-04-30,0.74,10,120,8,
887723845264300298,"#53-San Jose BR 1.3mi to light rail, 2.9mi to BART",474861965,Echo,,San Jose,37.39961556676943,-121.8502256888508,Private room,38,2,7,2023-09-11,0.51,32,117,3,
887757153067713607,Secluded Cottage Overlooking Santa Cruz Mountains,124609788,Nikhil,,Unincorporated Areas,37.23615,-122.00368,Entire home/apt,160,2,18,2024-02-19,1.38,1,246,16,
887785533086880267,Modern Santa Clara Escape,482579886,Lucy,,Santa Clara,37.34668815489712,-121.9785465401903,Entire home/apt,194,2,10,2024-05-09,0.75,2,143,9,
887802392268354705,Guest house clean and central,37618872,Nam,,San Jose,37.33544403099952,-121.83865841874791,Entire home/apt,510,2,10,2024-05-02,0.76,4,312,7,
887970751354022258,Quiet /private house Free  parking/laundry/Wi-Fi,469158756,Thu,,San Jose,37.2934948,-121.8136223,Entire home/apt,147,1,60,2024-06-21,4.57,8,114,53,
888041615078498923,Super convenient｜Single-story 3b in Bay E#41420,414420881,Eric,,Santa Clara,37.3463892,-121.9980182,Entire home/apt,500,29,0,,,9,365,0,
888088314603890315,Luxury Modern Living for Tech Workers,21180455,Mari,,San Jose,37.29769061234937,-122.02460529834832,Entire home/apt,,7,0,,,1,0,0,
888089427897958952,"Near Hospitals and Tech! Private Bath, Room 4",514043471,Mari,,San Jose,37.29650562104454,-122.02664365058767,Private room,120,7,3,2023-09-14,0.23,5,220,2,
888382055718066339,"Charming home, perfect location!",289833,Amorette,,San Jose,37.275979310856684,-121.92092209887598,Entire home/apt,,2,0,,,1,0,0,
888475364745038379,"Rare Find! 4 Pet-friendly Units, Free Breakfast!",501999514,RoomPicks,,San Jose,37.37361,-121.91188,Hotel room,,1,0,,,84,352,0,
888500395263527191,Peaceful Mountain View-near Amphitheater (S3-23-2),373166289,Serena,,Mountain View,37.406492518706536,-122.09262922480572,Entire home/apt,125,2,10,2024-05-10,0.84,142,326,10,
888716739285305787,Charming 4BR Retreat near Santana Row,134808674,Tram,,San Jose,37.32534349977314,-121.91605946224861,Entire home/apt,274,2,31,2024-06-23,2.54,2,66,31,
889161536560049950,1 Private room with shared bath,66287285,Jennifer Nan,,Santa Clara,37.33402,-121.98675,Private room,62,3,6,2024-02-29,0.44,3,295,5,
889208913800613453,Cupertino 车库里的一个房间,151295572,Zhe,,Cupertino,37.333848385400366,-122.04580033220881,Private room,40,5,0,,,13,298,0,AA0A2E62868C
889315160511770737,Home near SAP Center & Downtown San Jose,514331432,Jose,,San Jose,37.31965393050235,-121.8945362351958,Entire home/apt,156,2,56,2024-06-09,4.13,1,278,47,
889335726816835971,Beautiful private room Polton,301565580,M.Polton,,San Jose,37.24803,-121.81181,Private room,70,1,1,2023-06-26,0.08,8,365,1,
890109825000299510,Fire pit Backyard & BBQ Single Family Home,66926812,Smita,,San Jose,37.244880016016815,-121.85957822311401,Entire home/apt,281,1,2,2023-12-17,0.28,1,363,2,
890620476312117235,"Private 1/1, Kitchenette, Living and Office Space",181347749,Linda,,San Jose,37.31159,-121.94675,Shared room,300,31,0,,,14,364,0,
890938627344244858,Tulee's,372314817,Whiterain4,,San Jose,37.35718,-121.81723,Private room,94,1,0,,,1,364,0,
891062527212178325,3 bdrm 2bath bright renovated private deck,8481504,Emrehan,,Campbell,37.2728,-121.96217,Entire home/apt,298,2,17,2024-06-22,1.49,1,58,17,
891930230376711715,Montebello Views,5378090,Michael,,Unincorporated Areas,37.2982735,-122.105045,Entire home/apt,1936,3,14,2024-06-10,1.21,1,308,14,
892138905305424364,Charming &fam friendly Beautiful &Fully furnished,206522110,Orlan,,San Jose,37.39245570259747,-121.87177797324713,Entire home/apt,,30,2,2023-08-01,0.17,1,0,2,
892304568409667070,Breeze Sunshine 2BD1BR APT,135944557,Jane,,Mountain View,37.398312162965375,-122.08925527693049,Entire home/apt,201,5,4,2024-04-02,0.32,6,151,3,
