id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53183576,"Blueground | Sunnyvale, gym & pool, near tech",107434423,Blueground,,Sunnyvale,37.3712896,-122.0573953,Entire home/apt,174,31,1,2023-09-02,0.10,385,299,1,
53183594,"Blueground | Sunnyvale, gym & pool, near tech",107434423,Blueground,,Sunnyvale,37.3712896,-122.0573953,Entire home/apt,172,31,1,2024-02-19,0.23,385,318,1,
53186808,206-1 Bedroom Gem San Pedro Square San Jose!,123481831,Ryan,,San Jose,37.33428,-121.89384,Entire home/apt,214,5,11,2024-04-21,0.36,27,155,4,
53188148,Lovely 1 bedroom and loft with beautiful backyard,186298010,Sushant,,San Jose,37.23374,-121.8,Private room,,1,1,2021-11-09,0.03,1,0,0,
53188553,"Entire 2-bed Guest Ste, Bath, Kitchen,  Parking",354524619,Brad,,San Jose,37.29399,-121.81725,Entire home/apt,106,2,47,2024-06-14,1.50,3,106,13,
53214510,Lovely & Spacious 2bd/1bth near downtown MV,135944557,Jane,,Mountain View,37.39839,-122.09057,Entire home/apt,185,5,11,2024-05-08,0.38,6,317,4,
53216657,Spacious 2-bed in WG with kitchen and free parking,416381851,Lori & Mark,,San Jose,37.308281,-121.90213,Entire home/apt,208,3,28,2024-05-27,0.89,1,162,8,
53257805,Furnished Sunny 1 Bedroom In South San Jose.,59963429,Amarjit,,San Jose,37.25245,-121.85598,Private room,153,1,0,,,2,365,0,
53279031,"Los Altos Living: 4 bed, 3 bath home",7784720,Lars,,Unincorporated Areas,37.34948,-122.1075,Entire home/apt,479,2,45,2024-06-02,1.51,1,314,15,
53279977,Cozy and Spacious Guest Suite w/ Separate Entry,4036679,Ian,,Mountain View,37.39806,-122.08883,Entire home/apt,,3,30,2024-03-31,1.06,1,0,9,
53281380,Guest suite w/ king-size bed near downtown SJ,107103934,Liberty,,San Jose,37.36705,-121.81933,Entire home/apt,85,2,39,2024-02-08,1.23,3,14,1,
53282564,R1| 4 min to Stanford | Clean & Cozy Private Room,426122897,Yanhua,,Palo Alto,37.44093,-122.14683,Private room,153,1,14,2024-04-30,0.51,20,38,1,
53302662,Feel the Spacious Studio: Free Breakfast,430759798,Residence Inn,,Los Altos,37.401,-122.11695,Entire home/apt,192,1,77,2024-06-24,2.51,2,125,60,
53302672,One Bedroom with 1 Queen and Sofa Bed at Residence Inn Palo Alto Los Altos,430759798,Residence Inn,,Los Altos,37.40271,-122.11691,Entire home/apt,204,1,16,2024-06-18,0.54,2,127,8,
53306154,"Blueground | Mountain View, pool, gym & w/d",107434423,Blueground,,Mountain View,37.3971959,-122.1041815,Entire home/apt,286,31,0,,,385,248,0,
53313539,Like New 6BED 3BR 2BA Home in Japan Town San Jose,74794255,Peter,,San Jose,37.34539,-121.88817,Entire home/apt,237,2,100,2024-06-11,3.18,1,214,40,
53324914,Remodeled home 2 blocks from Downtown 1,6297221,Kevin,,Mountain View,37.39443,-122.08939,Entire home/apt,122,2,104,2024-06-14,3.31,3,14,27,
53340326,Entire Guest Suite Private Entrance Kitchen & Bath,4899817,Summer,,San Jose,37.23224,-121.76488,Entire home/apt,70,2,181,2024-05-25,5.74,1,13,50,
53341074,Simple Mountain View-near Amphitheater (S9-11-1),373166289,Serena,,Mountain View,37.4064,-122.08849,Entire home/apt,145,2,53,2024-03-23,1.67,142,327,15,
53345067,Historic Cottage Adjacent to Downtown Los Gatos,431920593,William,,Los Gatos,37.22234,-121.9857,Entire home/apt,125,30,0,,,1,206,0,
53346998,Serene 2BR Bungalow - Parking + Laundry + Sleep 6,16093594,Daniel & Grace,,San Jose,37.318973541259766,-121.89630126953125,Entire home/apt,188,1,250,2024-06-21,7.91,15,341,80,
53348698,Large New Modern Guest House + Laundry + Garden,16093594,Daniel & Grace,,San Jose,37.318973541259766,-121.89630126953125,Entire home/apt,147,1,163,2024-06-16,5.17,15,351,27,
53350927,"Blueground | Mountain View, gym & w/d",107434423,Blueground,,Mountain View,37.3975713,-122.1042708,Entire home/apt,,31,0,,,385,286,0,
53366778,M&J@Lovely 1B1B TH / AC / Kitchen / Netflix | 2038,280997145,Maria,,San Jose,37.37975,-121.86612,Entire home/apt,,3,7,2022-06-26,0.23,8,0,0,
53376907,Modern Private Studio Near Downtown Mountain View!,353152177,Plushy,,Mountain View,37.40228,-122.06522,Entire home/apt,87,2,11,2024-05-30,0.36,5,217,6,
53378155,"Blueground | Cupertino, gym & pool, nr tech",107434423,Blueground,,Cupertino,37.3212853,-122.0294491,Entire home/apt,214,31,0,,,385,292,0,
53396288,Remodeled 1 bd 1 ba home minutes from Stanford 2,6297221,Kevin,,Mountain View,37.39455,-122.08925,Entire home/apt,122,2,86,2024-06-21,2.80,3,17,36,
53404069,Private Room Bathroom Shower and Washer,280261178,Kasandra,,Santa Clara,37.40264,-121.9632,Private room,,1,1,2021-11-21,0.03,2,0,0,
53406358,House of M&M 3BR near Santana Row,210787312,Michalis + Marina,,Santa Clara,37.33602,-121.95771,Entire home/apt,290,2,74,2024-05-23,2.35,3,285,20,
53420428,comfy cozy condo,364551812,Adrian,,San Jose,37.25913,-121.88775,Private room,49,14,1,2022-10-01,0.05,1,350,0,
53421863,✦San Jose's Best: Luxury Penthouse ❤ Santana Row✦,30174162,Tony,,San Jose,37.32173,-121.94811,Entire home/apt,,2,90,2024-04-21,3.57,1,0,38,
53424064,"Blueground | Palo Alto, w/d & pool, nr tech",107434423,Blueground,,Palo Alto,37.4261551,-122.1384563,Entire home/apt,,31,1,2022-02-17,0.03,385,286,0,
53425277,"Blueground | Mountain View, pool & gym, nr shop",107434423,Blueground,,Mountain View,37.3988771,-122.093121,Entire home/apt,30,31,1,2023-03-04,0.06,385,360,0,
53425420,"Blueground | Milpitas, pool, gym & w/d, nr bart",107434423,Blueground,,Milpitas,37.4091432,-121.8926111,Entire home/apt,174,31,1,2023-07-03,0.08,385,52,1,
53425438,"Blueground | Milpitas, pool, gym & w/d, nr bart",107434423,Blueground,,Milpitas,37.4091432,-121.8926111,Entire home/apt,,31,0,,,385,346,0,
53437219,"Brand new, private unit with own entrance",285838351,Slava,,Santa Clara,37.34041,-121.96412,Private room,95,3,51,2024-05-17,1.69,1,22,23,
53444192,Cheerful 2 bedrooms walk to Stanford University,414385228,Bing,,Palo Alto,37.4333,-122.14961,Entire home/apt,,1,0,,,1,0,0,
53461340,Guest studio in Naglee Park,430302540,Rosa,,San Jose,37.34111,-121.87292,Entire home/apt,109,2,75,2024-06-10,2.56,1,323,39,
53462227,Tech House 2.0,423470925,Boyd,,Palo Alto,37.44732666015625,-122.16667938232422,Shared room,34,31,1,2023-02-08,0.06,4,348,0,
53464410,Amazing Home Near Downtown 3 BDRM/2 BATH/SUNROOM!,432936337,Mahnaz & Shahin,,San Jose,37.30627,-121.91972,Entire home/apt,300,2,39,2024-05-19,1.29,1,156,10,
53464600,Entire guesthouse Santa Clara smart lock entrance.,200870129,Katie,,Santa Clara,37.34787,-121.95274,Entire home/apt,98,1,115,2024-05-26,4.22,1,274,52,
53468317,Bay Area/P/Santa Clara/San Jose,162708008,David,,Santa Clara,37.33924,-121.93804,Private room,55,7,6,2023-12-31,0.21,2,0,1,
53479961,Entire Mountain View Studio (W07-2),373166289,Serena,,Mountain View,37.40145,-122.06613,Entire home/apt,100,90,20,2024-06-01,0.70,142,5,6,
53483749,"Spacious Cozy Peaceful Home 4B2B, near downtown SJ",433096561,Uyen,,San Jose,37.33026,-121.79403,Entire home/apt,272,2,125,2024-06-16,3.99,1,148,43,
53499203,Tech House 3.0,423470925,Boyd,,Palo Alto,37.447357177734375,-122.16655731201172,Shared room,34,31,11,2024-06-15,0.35,4,285,3,
53505244,"Blueground | Sunnyvale, gym & pool, near tech",107434423,Blueground,,Sunnyvale,37.4043317,-122.0087538,Entire home/apt,170,31,0,,,385,299,0,
53511128,San Jose Loft in Heart of Silicon Valley!,126644161,Evolve,,San Jose,37.32193,-121.9482,Entire home/apt,,2,0,,,12,0,0,
53516205,Stylish Private Studio Near Downtown Mountain View,353152177,Plushy,,Mountain View,37.4074,-122.09057,Entire home/apt,98,2,24,2024-05-16,0.77,5,203,9,
53559985,Private Bedroom & Private Entrance,77583822,Paola,,San Jose,37.351716151514005,-121.85541579551614,Private room,77,14,11,2024-02-08,0.37,1,203,4,
53595106,#旧金山南湾宽敞舒适整洁房间，Fast WI-FI Near North San Jose,220618706,Jorane,,Milpitas,37.430641,-121.882965,Private room,49,31,13,2024-05-17,0.46,10,125,9,
53614722,1 BD Condo 2 miles from Nvidia,888649,Tammie,,Santa Clara,37.349367043320115,-121.97315446210426,Entire home/apt,120,30,0,,,2,216,0,
53619374,"Blueground | San Jose, gym & w/d, nr tech hub",107434423,Blueground,,San Jose,37.4132709,-121.9384005,Entire home/apt,274,31,0,,,385,284,0,
53622051,"Blueground | Los Gatos, w/d & pool, near tech",107434423,Blueground,,Los Gatos,37.2298103,-121.9841487,Entire home/apt,267,31,0,,,385,277,0,
53622690,"Little Tuscany in Morgan Hill, CA",434236641,Shanti,,Unincorporated Areas,37.071194,-121.657654,Entire home/apt,299,1,19,2024-06-06,0.69,1,365,8,
53626501,Ultra modern 2 BR/2BA with gorgeous hill views,38278725,Regina,,Los Altos Hills,37.36741,-122.12631,Entire home/apt,299,1,29,2024-06-18,1.05,2,277,10,
53632138,Santana Row Luxury Executive 2 Story Loft #2,9820260,Anastasia And Refael,,San Jose,37.3222541809082,-121.94721984863281,Entire home/apt,259,2,81,2024-06-19,2.60,4,150,39,
53633236,@ Marbella Lane - Elegant Home in SJ,338574287,Deborah,,San Jose,37.2989,-121.88265,Entire home/apt,135,2,16,2023-10-30,0.57,12,333,4,
53635125,"Blueground | Palo Alto, w/d & pool, nr tech",107434423,Blueground,,Palo Alto,37.4261551,-122.1384563,Entire home/apt,,31,2,2022-07-25,0.07,385,286,0,
53647600,Modern Studio - SAP SJC Airport Downtown San Jose,166505359,Crystal,,Unincorporated Areas,37.36325,-121.81585,Entire home/apt,95,1,207,2024-06-20,6.67,2,146,73,
53662092,Near dwtn Rose Garden~SAP~Airport~Free Parking,2899101,Christina,,San Jose,37.32838,-121.90959,Entire home/apt,116,28,28,2024-05-14,0.94,24,313,15,
53676371,"3 bedroom house with free parking, mountain views",4377201,Sanchit,,San Jose,37.31702,-121.78862,Entire home/apt,,5,0,,,1,0,0,
53677675,"4Bd/2.5ba,Office,2 Lvng room,2500sqft/6500 sqftbck",48283602,Aj,,San Jose,37.23132,-121.80712,Entire home/apt,244,3,11,2024-01-03,0.36,1,112,4,
53688023,Palo Alto Downtown Modern 2-bedroom,6342146,Joelle,,Palo Alto,37.4449,-122.15808,Entire home/apt,,10,18,2023-01-10,0.59,2,0,0,
53692697,"Blueground | Milpitas, parking & gym, nr highways",107434423,Blueground,,Milpitas,37.4177196,-121.9282892,Entire home/apt,216,31,1,2023-08-24,0.10,385,117,1,
53705263,Willow Glen Casita I Remote Work Friendly+Central,229913314,Kyong,,San Jose,37.3005,-121.91209,Entire home/apt,,2,55,2023-06-22,1.77,1,0,0,
53705829,@ Marbella Lane - Convenient Home in Sunnyvale,118412894,Wendy,,Sunnyvale,37.37724,-122.03432,Entire home/apt,257,31,31,2024-06-15,1.03,4,325,12,2022-7663
53708110,Gourmet Kitchen + Private Front Yard + Parking,16093594,Daniel & Grace,,Unincorporated Areas,37.32472229003906,-121.92710876464844,Entire home/apt,138,1,266,2024-06-21,8.66,15,317,115,
53717039,"Blueground | Mountain View, gym & pool, nr highway",107434423,Blueground,,Mountain View,37.3971959,-122.1041815,Entire home/apt,179,31,0,,,385,319,0,
53727404,Comfortable Clean Large 3BR Centrally Located,18327,Parth,,Santa Clara,37.33225,-121.98513,Entire home/apt,250,1,53,2024-06-09,2.65,1,128,23,
53729293,"Blueground | Cupertino, gym & pool, nr tech",107434423,Blueground,,Cupertino,37.3212853,-122.0294491,Entire home/apt,193,31,0,,,385,0,0,
53733039,Beautiful Guest Suite at the heart of San Jose,253577115,James,,San Jose,37.32004,-121.89432,Entire home/apt,72,1,68,2024-06-07,2.38,12,272,28,
53736725,9B-Buttercup: Bright 1-BR near downtown San Jose,6576366,Estell,,San Jose,37.34352,-121.88571,Entire home/apt,102,30,8,2023-11-02,0.29,6,266,3,
53748074,Lovely unit with private bath and pool,33684089,Dana,,San Jose,37.30647,-121.92434,Private room,,7,0,,,1,0,0,
53755712,Welcoming bright Sunny 1 Bedroom,223770931,Manish,,Sunnyvale,37.38252639770508,-122.0213851928711,Private room,89,5,19,2024-05-28,0.71,1,113,7,2023-0272
53778053,Comfy one-bedroom unit in a beautiful apartment,64066518,Damilola,,San Jose,37.40954,-121.94067,Private room,57,3,3,2022-12-17,0.15,2,206,0,
53778124,Palo Alto-Quiet 1 Bedroom -Stanford University,50500526,Ruth,,Palo Alto,37.4339,-122.13067,Private room,105,1,21,2023-10-17,0.84,5,270,2,
53778138,Palo Alto-1 bedroom Near Stanford University,50500526,Ruth,,Palo Alto,37.4322,-122.12987,Private room,108,2,15,2024-02-09,0.56,5,313,5,
53778140,Silicon Valley | Near Stanford Relax 1-Bedroom,50500526,Ruth,,Palo Alto,37.43357,-122.13223,Private room,114,1,23,2024-06-17,0.79,5,337,6,
53783402,211-Charming 1 Bedroom Apt in Downtown San Jose,123481831,Ryan,,San Jose,37.33626,-121.89366,Entire home/apt,211,28,2,2023-11-29,0.24,27,57,2,
53785030,"Gorgeous Light-Filled Room with Trees, Art + Deck",370921,Katherine,,Mountain View,37.37362,-122.06146,Private room,55,2,44,2024-06-09,1.46,2,122,19,
53797421,Cheerful 1-bedroom in my home with ev charging,60992984,Raghu,,Sunnyvale,37.39046,-122.0089,Private room,,30,0,,,1,0,0,
53811250,Moose Mountain Vineyards Bungalow,110061819,Andrew,,Unincorporated Areas,37.11884,-121.57115,Entire home/apt,450,1,109,2024-06-15,3.59,1,8,33,
53815931,NEW 3BR/2BA house SJ Silicon W/D parking,435919901,Feng,,San Jose,37.35761,-121.84166,Entire home/apt,238,2,16,2024-06-11,0.61,3,59,5,
53819007,SJ Downtown Historical with Victorian Experience,78910325,Li,,San Jose,37.34387,-121.89501,Entire home/apt,850,2,5,2023-04-08,0.19,7,254,0,
53831996,Warm with Artistic Charm and an Oversized Balcony,347040400,Tanya,,Santa Clara,37.33956,-121.97176,Entire home/apt,80,2,6,2023-06-05,0.20,1,346,0,
53840926,Furnished brand new construction entire unit,10576473,Sui,,San Jose,37.34161,-121.86556,Entire home/apt,99,5,0,,,11,299,0,
53841206,Beautiful home Pool/spa 4bd/4ba Los Altos Hills,435901145,Dawn,,Los Altos Hills,37.35349,-122.13515,Entire home/apt,950,3,57,2024-06-18,2.15,1,93,23,
53841393,Furnished comfortable brand new studio,10576473,Sui,,San Jose,37.33947,-121.86579,Entire home/apt,84,4,4,2022-05-18,0.14,11,319,0,
53844242,Gorgeous Modern home with scenic backyard,7839241,Arash,,Sunnyvale,37.38222,-122.02387,Entire home/apt,262,2,75,2024-05-20,2.54,1,289,31,2022-7405
53850658,Modern oasis w/ pool & expansive views of the Bay,86683905,Michaela,,Unincorporated Areas,37.21235,-121.96726,Entire home/apt,1999,5,2,2023-09-30,0.17,1,330,2,
53862704,"Lovely updated 1 bedroom apt. w/pool, and parking!",414624110,Mark,,Santa Clara,37.346,-121.95159,Entire home/apt,122,3,44,2024-06-17,1.45,2,285,12,
53876775,Warm 2BR/1BA house Silicon W/D parkin near SJ town,435919901,Feng,,San Jose,37.35579,-121.83982,Entire home/apt,158,2,16,2023-10-15,0.54,3,40,4,
53881552,Homely 4B2B Sleeps 10 w/ Beautiful Backyard,436447044,Phi,,San Jose,37.26918,-121.79914,Entire home/apt,293,2,143,2024-06-18,4.70,1,122,54,
53881594,"Cozy Private Room, great location in
West San Jose",436447593,Charles,,San Jose,37.31021,-121.96647,Private room,49,1,54,2024-04-21,1.79,1,312,22,
53895492,San Jose Nest @ Bird Ave | Private suit #5,398959118,William,,San Jose,37.31659,-121.89876,Private room,69,6,11,2024-05-25,0.36,13,127,3,
53895502,San Jose Nest @ Bird Ave | Private suit #7,398959118,William,,San Jose,37.31662,-121.89752,Private room,69,6,16,2024-05-31,0.60,13,127,6,
53895587,San Jose Nest @ Bird Ave | Private suit #4,398959118,William,,San Jose,37.31866,-121.89862,Private room,69,6,16,2023-09-03,0.54,13,149,1,
53908018,2 bed / 2 bath condo walking distance to shops etc,436696236,Tony,,San Jose,37.252132,-121.904861,Entire home/apt,130,2,8,2024-06-17,0.27,1,144,4,
53916165,"Blueground | San Jose, gym & pool, nr 280 & 101",107434423,Blueground,,San Jose,37.3350112,-121.892281,Entire home/apt,215,31,1,2022-12-23,0.05,385,348,0,
53919354,Comfort 1b/1b unit+sleeps 4,138194188,Manjo,,San Jose,37.35834,-121.85057,Entire home/apt,139,3,3,2023-06-25,0.12,5,77,0,
53921802,Cozy 1-bed apt in San Jose,78696573,Armen,,San Jose,37.29963,-121.9502,Entire home/apt,141,5,39,2024-05-19,1.28,1,136,20,
53922696,Orchard City Cottage ~ 2bd/1ba in Campbell,14175116,Laura,,San Jose,37.27583974790875,-121.93330408910691,Entire home/apt,252,30,26,2023-08-26,0.86,16,172,6,
53923783,749 Newly renovated 2br/1ba close to Santana Row,485262764,Mei,,San Jose,37.31461,-121.95467,Entire home/apt,151,3,14,2024-04-30,0.51,3,312,5,
53939030,Country Gem San Jose,5950536,Nisha,,Unincorporated Areas,37.36996,-121.77471,Entire home/apt,2350,1,12,2023-04-09,0.47,1,365,0,
53945814,"Blueground | San Jose, pool & gym, nr Caltrain",107434423,Blueground,,San Jose,37.3263,-121.89792,Entire home/apt,230,31,0,,,385,268,0,
53945899,"Blueground | Campbell, gym, pool & hot tub",107434423,Blueground,,Campbell,37.2840959,-121.9367783,Entire home/apt,150,31,0,,,385,191,0,
53950313,"Blueground | San Jose, gym & pool, nr 280 & 101",107434423,Blueground,,San Jose,37.3350112,-121.892281,Entire home/apt,196,31,0,,,385,278,0,
53956573,"1 BD, 1 BA, Separate Entrance, Evergreen",134006490,An,,San Jose,37.3346,-121.79356,Entire home/apt,,2,55,2024-06-09,1.88,1,0,20,
53961540,"Blueground | Sunnyvale, gym & coworking, nr tech",107434423,Blueground,,Sunnyvale,37.4043317,-122.0087538,Entire home/apt,156,31,0,,,385,174,0,
53961562,"Blueground | Campbell Gym, Pool & Hot Tub, nr WF",107434423,Blueground,,Campbell,37.2840959,-121.9367783,Entire home/apt,147,31,0,,,385,319,0,
53994962,"Cozy, furnished 1 queen bed private bedroom",117843386,Vic,,Santa Clara,37.35922298292324,-121.95313316474406,Private room,70,1,1,2023-11-09,0.13,2,305,1,
54017870,Remodeled SFH (1 Blk/Stanford) - Alum. Family Run,402277608,Shelly,,Palo Alto,37.424701644417134,-122.14716288288659,Entire home/apt,295,1,130,2024-06-17,4.31,1,100,44,
54022228,Cozy Private Room w/ Private Bath Near Downtown,227743679,Ryan,,San Jose,37.34585,-121.85795,Private room,66,1,10,2022-02-21,0.33,1,328,0,
54023272,Cute & Quiet private room,436858517,Natasha,,Mountain View,37.39106,-122.05438,Private room,250,1,12,2022-01-30,0.40,1,89,0,
54041148,Heart of Silicon Valley - private room,224998740,Sophey,,San Jose,37.40686,-121.86668,Private room,65,2,3,2023-01-20,0.10,4,82,0,
54055342,"Nice, safe private room 1 -1",28571192,Eric,,San Jose,37.37386,-121.86272,Private room,48,7,4,2024-05-31,0.16,21,285,2,
54055418,"Nice, safe private room 1-2",28571192,Eric,,San Jose,37.37498,-121.86263,Private room,45,7,5,2023-08-01,0.18,21,334,1,
54055497,"Nice, safe private room 1-3",28571192,Eric,,San Jose,37.37548,-121.86337,Private room,45,7,10,2024-06-04,0.38,21,303,4,
54055563,"Nice, safe private room 1-4",28571192,Eric,,San Jose,37.37562,-121.86388,Private room,40,7,6,2024-04-27,0.20,21,311,2,
54055741,"Nice, safe private room 1-5",28571192,Eric,,San Jose,37.37548,-121.86257,Private room,43,7,6,2023-09-18,0.20,21,323,2,
54055801,"Nice, safe private room 1-6",28571192,Eric,,San Jose,37.37509,-121.86443,Private room,43,7,4,2023-06-30,0.15,21,319,1,
54059188,Cheerful room in with a private full bath,198107638,Mina,,San Jose,37.22782,-121.77091,Private room,,99,0,,,3,0,0,
54068423,"Warm, Modern, 4B/3BR-Levis, Kaiser, Great America",20337388,Muhammad /Nadia,,Santa Clara,37.3662109375,-121.98149871826172,Entire home/apt,249,1,100,2024-06-17,3.33,1,79,61,
54071012,"""The Boutiki Room"", an immersive tiki get away",164380066,Justine,,San Jose,37.34779,-121.87851,Entire home/apt,98,2,47,2024-06-17,1.58,1,329,19,
54086247,Nice Size Room With Kitchen Access…..,142933064,Ginger & Joey,,Santa Clara,37.3241,-121.99488,Private room,59,1,4,2023-08-06,0.24,20,175,1,
54091696,Brand new 1 bed mountain guest suite,14301573,Aubrie,,Unincorporated Areas,37.1596,-121.96957,Entire home/apt,145,2,26,2023-10-26,0.87,1,233,9,
54092773,751 Newly renovated 2 br 1 ba close to Santana Row,485262764,Mei,,San Jose,37.31434,-121.95287,Entire home/apt,155,3,29,2024-06-04,1.08,3,207,9,
54096973,Pretty House in Cupertino Walk to Apple De Anza,261477256,Annie,,Cupertino,37.32422,-122.04195,Entire home/apt,462,28,7,2023-09-01,0.29,3,230,1,STR-2020-0005
54112154,New Masterbed with private bath and parking,375601208,Thanh,,San Jose,37.32517,-121.84377,Private room,89,4,5,2024-06-15,0.17,3,250,3,
54152119,Private  adorable 1 bed 1 bath house,168754229,Chia-Ching,,Campbell,37.273,-121.94401,Entire home/apt,121,1,126,2024-06-13,4.29,2,325,50,
54160103,New Rose Garden guesthouse with garden view,46333140,Kerry,,San Jose,37.33373,-121.92631,Entire home/apt,,3,16,2023-05-29,0.58,1,0,0,
54165621,June Promos! Guest House w/King Bed and Parking!,29195991,Julie,,San Jose,37.34209,-121.93152,Entire home/apt,138,2,79,2024-05-16,2.65,1,29,12,
54166706,Big light-filled room with private bath + balcony,370921,Katherine,,Mountain View,37.37392,-122.0615,Private room,75,2,27,2024-04-28,0.90,2,10,11,
54179146,"Luxurious 1bed suite, ultraFastWifi, near SJ DT",188621181,Sky,,San Jose,37.35593,-121.87765,Entire home/apt,,1,56,2024-06-11,1.93,3,0,2,
54202532,Entire 2 bed 2 bath townhouse near downtown,438091466,Sean,,Mountain View,37.38331,-122.06639,Entire home/apt,,1,5,2023-05-09,0.17,1,0,0,
54212299,Cheerful 2-bedroom townhouse with patio,316139009,Mike,,Palo Alto,37.42659,-122.14996,Entire home/apt,226,2,92,2024-06-10,3.07,4,81,26,
54234037,"Blueground | San Jose, gym & pool, nr 280 & 101",107434423,Blueground,,San Jose,37.3350112,-121.892281,Entire home/apt,212,31,0,,,385,273,0,
54241467,"Luxury Villa Silicon Valley Palo Alto, Pool+Garden",379857997,Manager,,Palo Alto,37.45312,-122.15191,Entire home/apt,3234,7,6,2022-06-29,0.22,1,328,0,
54246702,Lovely 2-Bedroom Apartment Downtown Palo Alto,439901125,Manager,,Palo Alto,37.44736,-122.16593,Entire home/apt,,7,13,2024-06-16,0.52,1,0,3,
54246764,Next to Westfield Valley Fair Mall Studio in SJ,148714277,Elaine,,Unincorporated Areas,37.31953,-121.92742,Entire home/apt,73,20,17,2024-05-26,0.71,14,277,10,
54253577,"Blueground | Palo Alto, w/d & pool, nr jobs",107434423,Blueground,,Palo Alto,37.4261551,-122.1384563,Entire home/apt,,31,1,2023-01-27,0.06,385,286,0,
54253592,"Blueground | Palo Alto, laundry & pool",107434423,Blueground,,Palo Alto,37.4261551,-122.1384563,Entire home/apt,149,31,1,2024-01-28,0.20,385,321,1,
54253600,"Blueground | San Jose, pool & gym, nr highways",107434423,Blueground,,San Jose,37.3350112,-121.892281,Entire home/apt,207,31,1,2023-08-28,0.10,385,287,1,
54265731,"""Luxury: 4B/3B with Dual EnSuites, Parking, WiFI""",440061734,Raaman,,San Jose,37.29744,-121.95888,Entire home/apt,397,1,110,2024-06-22,3.76,1,156,39,
54266861,SFH in a quiet neighborhood next to shopping,37285169,Jackie,,Mountain View,37.40931,-122.10263,Entire home/apt,500,30,8,2024-05-31,0.29,1,136,2,
54268288,Newer N Silicon Valley condo by BART w/2 balconies,197373506,Jordan,,San Jose,37.36757,-121.86504,Entire home/apt,,6,3,2023-09-15,0.16,1,0,1,
54280911,Carriage House at Backesto park,61683970,Ben,,San Jose,37.35042605813908,-121.8837928457336,Entire home/apt,75,1,0,,,1,139,0,
54286529,"Blueground | Santana Row, pool & gym",107434423,Blueground,,San Jose,37.3204226,-121.948461,Entire home/apt,213,31,1,2023-08-09,0.09,385,186,1,
54288316,"Blueground | Palo Alto, w/d & pool, nr tech hub",107434423,Blueground,,Palo Alto,37.4252519,-122.1409405,Entire home/apt,244,31,2,2022-08-14,0.07,385,164,0,
54305843,CRA: Lovely Charm in Palo Alto Close to Hi Tech Co,12520479,Robert & Shelly,,Palo Alto,37.41478,-122.12204,Entire home/apt,453,3,20,2024-02-24,0.70,27,308,4,
54328620,Lovely just remodeled 1B/1b apartment. W San Jose,266389636,Cosme,,San Jose,37.28944,-121.98744,Entire home/apt,123,1,48,2024-05-26,1.75,15,312,16,
54370945,Elegant place near Santana Row for vacation/work,59122252,Luong,,San Jose,37.31694,-121.95455,Entire home/apt,161,1,55,2023-04-24,1.86,4,175,0,
54384481,@ Marbella Lane - 2BR Charming Spacious Home,118412894,Wendy,,Los Altos,37.3674,-122.10307,Entire home/apt,279,2,15,2023-10-15,0.52,4,303,1,
54385832,#59-Cozy Shared Room w/Divider and Work Space,22538846,Eve,,San Jose,37.30805,-122.01488,Private room,31,3,23,2023-11-16,0.86,24,165,6,
54406287,Be My Guest in tranquil townhouse,22264414,Kira,,San Jose,37.24039,-121.78947,Private room,66,30,12,2023-12-01,0.41,1,67,1,
514614567680177299,Stylish Apt w/Exceptional Amenities-Great location,146554583,Walter & Celina,,Santa Clara,37.36875,-121.99514,Entire home/apt,217,1,21,2024-05-16,0.69,11,310,11,
514736711109424966,Brand New! Guest House - Modern Stylish &  Central,49226984,Diana,,Santa Clara,37.32375,-121.98386,Entire home/apt,129,1,130,2024-06-19,4.26,2,121,36,
526395818282134680,Lavish 2bed apt w/great location/GYM/fully stocked,146554583,Walter & Celina,,Santa Clara,37.36903,-121.99472,Entire home/apt,213,3,19,2024-05-10,0.64,11,320,7,
535312187221911357,Cozy Home in Saratoga,273882118,Roger,,Saratoga,37.283126643706225,-122.01297401631746,Private room,99,2,2,2024-06-12,1.03,2,263,2,
536912625332763618,Ideal Home Office & Insurance Relo Retreat M#41318,126824075,Month2month,,San Jose,37.22355,-121.87786,Entire home/apt,628,29,2,2023-01-06,0.07,9,283,0,
541266787859145258,Hilltop view 1-bedrooms single family big backyard,129915158,Mike,,San Jose,37.27562,-121.8101,Entire home/apt,115,20,2,2024-06-01,0.64,4,237,2,
543919543393988492,"Blueground | Sunnyvale, pool, gym & w/d",107434423,Blueground,,Sunnyvale,37.3712896,-122.0573953,Entire home/apt,,31,0,,,385,312,0,
547767654033662079,Bedroom w WFH space + priv bath,83539053,Kenton,,San Jose,37.319288056528386,-121.96812519942438,Private room,96,1,0,,,2,265,0,
547853010995613820,Next to Vallyfair Mall 1 B 1B Single house,148714277,Elaine,,San Jose,37.31915,-121.92504,Entire home/apt,120,7,25,2024-05-17,0.87,14,112,15,
547878176068555895,#64-Cozy BR w/Two Beds near Apple,22538846,Eve,,San Jose,37.30929,-122.01695,Private room,41,2,20,2024-05-23,0.69,24,176,4,
